conference,team,tm_link,year
MAAC,Loyola (MD),loyola-md,2002.0
AEC,Stony Brook,stony-brook,2002.0
MEAC,Coppin State,coppin-state,2002.0
MEAC,Morgan State,morgan-state,2002.0
NEC,Fairleigh Dickinson,fairleigh-dickinson,2002.0
SWAC,Grambling,grambling,2002.0
Mid-Cont,Chicago State,chicago-state,2002.0
SWAC,Texas Southern,texas-southern,2002.0
SWAC,Southern,southern,2002.0
Big South,Liberty,liberty,2002.0
NEC,Long Island University,long-island-university,2002.0
NEC,Mount St. Mary's,mount-st-marys,2002.0
SWAC,Prairie View,prairie-view,2002.0
Southland,Nicholls State,nicholls-state,2002.0
Ind,Morris Brown,morris-brown,2002.0
SWAC,Arkansas-Pine Bluff,arkansas-pine-bluff,2002.0
Big 12,Kansas,kansas,2003.0
Pac-10,Arizona,arizona,2003.0
SEC (East),Kentucky,kentucky,2003.0
Big East (West),Pittsburgh,pittsburgh,2003.0
ACC,Maryland,maryland,2003.0
ACC,Duke,duke,2003.0
Big Ten,Illinois,illinois,2003.0
CUSA (American),Louisville,louisville,2003.0
Big East (West),Syracuse,syracuse,2003.0
Big 12,Texas,texas,2003.0
Big 12,Oklahoma,oklahoma,2003.0
SEC (East),Florida,florida,2003.0
SEC (West),Mississippi State,mississippi-state,2003.0
Big Ten,Wisconsin,wisconsin,2003.0
Big East (West),Notre Dame,notre-dame,2003.0
SEC (East),Georgia,georgia,2003.0
ACC,Wake Forest,wake-forest,2003.0
CUSA (American),Marquette,marquette,2003.0
Big Ten,Michigan State,michigan-state,2003.0
SEC (West),Louisiana State,louisiana-state,2003.0
A-10 (West),Xavier,xavier,2003.0
Big Ten,Purdue,purdue,2003.0
Big East (East),Connecticut,connecticut,2003.0
MVC,Creighton,creighton,2003.0
Pac-10,Arizona State,arizona-state,2003.0
Big 12,Missouri,missouri,2003.0
Big 12,Texas Tech,texas-tech,2003.0
Big 12,Oklahoma State,oklahoma-state,2003.0
A-10 (East),Saint Joseph's,saint-josephs,2003.0
Pac-10,Oregon,oregon,2003.0
MWC,Brigham Young,brigham-young,2003.0
SEC (West),Alabama,alabama,2003.0
Pac-10,Stanford,stanford,2003.0
CUSA (National),Memphis,memphis,2003.0
CUSA (American),Cincinnati,cincinnati,2003.0
Big East (West),Georgetown,georgetown,2003.0
Big 12,Colorado,colorado,2003.0
SEC (West),Auburn,auburn,2003.0
Big Ten,Indiana,indiana,2003.0
WCC,Gonzaga,gonzaga,2003.0
ACC,Georgia Tech,georgia-tech,2003.0
Pac-10,California,california,2003.0
ACC,North Carolina State,north-carolina-state,2003.0
Big East (East),Providence,providence,2003.0
ACC,North Carolina,north-carolina,2003.0
A-10 (West),Dayton,dayton,2003.0
MWC,Utah,utah,2003.0
WAC,Tulsa,tulsa,2003.0
Big East (East),Boston College,boston-college,2003.0
Big 12,Kansas State,kansas-state,2003.0
SEC (East),Tennessee,tennessee,2003.0
Big 12,Iowa State,iowa-state,2003.0
Big East (East),St. John's (NY),st-johns-ny,2003.0
Big East (West),Seton Hall,seton-hall,2003.0
Big Ten,Michigan,michigan,2003.0
SEC (West),Mississippi,mississippi,2003.0
Horizon,Butler,butler,2003.0
Big Ten,Minnesota,minnesota,2003.0
Big East (East),Villanova,villanova,2003.0
MWC,Nevada-Las Vegas,nevada-las-vegas,2003.0
ACC,Florida State,florida-state,2003.0
CUSA (American),DePaul,depaul,2003.0
MVC,Southern Illinois,southern-illinois,2003.0
CAA,North Carolina-Wilmington,north-carolina-wilmington,2003.0
Big Ten,Iowa,iowa,2003.0
Ivy,Pennsylvania,pennsylvania,2003.0
Big Ten,Ohio State,ohio-state,2003.0
Sun Belt (West),Louisiana-Lafayette,louisiana-lafayette,2003.0
Horizon,Milwaukee,milwaukee,2003.0
Sun Belt (East),Western Kentucky,western-kentucky,2003.0
CUSA (National),Alabama-Birmingham,alabama-birmingham,2003.0
ACC,Virginia,virginia,2003.0
SEC (East),South Carolina,south-carolina,2003.0
Pac-10,Southern California,southern-california,2003.0
A-10 (East),Temple,temple,2003.0
MAC (West),Central Michigan,central-michigan,2003.0
CUSA (American),Saint Louis,saint-louis,2003.0
MAC (West),Western Michigan,western-michigan,2003.0
Pac-10,UCLA,ucla,2003.0
A-10 (West),Richmond,richmond,2003.0
Horizon,Illinois-Chicago,illinois-chicago,2003.0
SEC (East),Vanderbilt,vanderbilt,2003.0
MVC,Missouri State,missouri-state,2003.0
Big East (East),Miami (FL),miami-fl,2003.0
Big 12,Baylor,baylor,2003.0
CUSA (National),Tulane,tulane,2003.0
WAC,Nevada,nevada,2003.0
Big 12,Texas A&M,texas-am,2003.0
Horizon,Detroit Mercy,detroit-mercy,2003.0
MAAC,Manhattan,manhattan,2003.0
A-10 (East),St. Bonaventure,st-bonaventure,2003.0
MWC,Wyoming,wyoming,2003.0
ACC,Clemson,clemson,2003.0
CUSA (American),Charlotte,charlotte,2003.0
WCC,San Diego,san-diego,2003.0
MWC,Colorado State,colorado-state,2003.0
WAC,Fresno State,fresno-state,2003.0
Patriot,Holy Cross,holy-cross,2003.0
MWC,San Diego State,san-diego-state,2003.0
Big East (West),Rutgers,rutgers,2003.0
MAC (East),Kent State,kent-state,2003.0
Sun Belt (West),New Mexico State,new-mexico-state,2003.0
SEC (West),Arkansas,arkansas,2003.0
Pac-10,Washington,washington,2003.0
Big Sky,Weber State,weber-state,2003.0
WAC,Hawaii,hawaii,2003.0
CUSA (National),South Florida,south-florida,2003.0
Big West,Utah State,utah-state,2003.0
Big East (West),West Virginia,west-virginia,2003.0
Pac-10,Oregon State,oregon-state,2003.0
Mid-Cont,Valparaiso,valparaiso,2003.0
A-10 (East),Rhode Island,rhode-island,2003.0
Big 12,Nebraska,nebraska,2003.0
WAC,Rice,rice,2003.0
Big West,California-Santa Barbara,california-santa-barbara,2003.0
A-Sun (South),Troy,troy,2003.0
A-10 (West),George Washington,george-washington,2003.0
CAA,Virginia Commonwealth,virginia-commonwealth,2003.0
MAAC,Siena,siena,2003.0
Big Sky,Eastern Washington,eastern-washington,2003.0
OVC,Murray State,murray-state,2003.0
MVC,Wichita State,wichita-state,2003.0
Big Ten,Northwestern,northwestern,2003.0
Big East (East),Virginia Tech,virginia-tech,2003.0
CAA,George Mason,george-mason,2003.0
Big West,California-Irvine,california-irvine,2003.0
WCC,San Francisco,san-francisco,2003.0
WCC,Saint Mary's (CA),saint-marys-ca,2003.0
MAC (East),Miami (OH),miami-oh,2003.0
MAC (West),Toledo,toledo,2003.0
CUSA (American),East Carolina,east-carolina,2003.0
WAC,Southern Methodist,southern-methodist,2003.0
MWC,Air Force,air-force,2003.0
CAA,Drexel,drexel,2003.0
Sun Belt (West),Denver,denver,2003.0
Southern (South),College of Charleston,college-of-charleston,2003.0
MVC,Bradley,bradley,2003.0
AEC,Boston University,boston-university,2003.0
Sun Belt (East),Middle Tennessee,middle-tennessee,2003.0
MAC (West),Northern Illinois,northern-illinois,2003.0
WCC,Pepperdine,pepperdine,2003.0
Horizon,Loyola (IL),loyola-il,2003.0
OVC,Tennessee Tech,tennessee-tech,2003.0
CUSA (National),Southern Mississippi,southern-mississippi,2003.0
Sun Belt (West),South Alabama,south-alabama,2003.0
CUSA (National),Texas Christian,texas-christian,2003.0
Southern (South),Chattanooga,chattanooga,2003.0
Ivy,Princeton,princeton,2003.0
Southern (North),Davidson,davidson,2003.0
OVC,Morehead State,morehead-state,2003.0
Mid-Cont,Oral Roberts,oral-roberts,2003.0
A-Sun (South),Central Florida,central-florida,2003.0
A-10 (West),La Salle,la-salle,2003.0
Sun Belt (East),Arkansas State,arkansas-state,2003.0
MAAC,Iona,iona,2003.0
CAA,Old Dominion,old-dominion,2003.0
Sun Belt (West),New Orleans,new-orleans,2003.0
MAAC,Fairfield,fairfield,2003.0
MWC,New Mexico,new-mexico,2003.0
MAC (West),Ball State,ball-state,2003.0
MVC,Evansville,evansville,2003.0
MAC (East),Marshall,marshall,2003.0
MAC (East),Akron,akron,2003.0
OVC,Austin Peay,austin-peay,2003.0
Southern (North),East Tennessee State,east-tennessee-state,2003.0
Sun Belt (East),Arkansas-Little Rock,arkansas-little-rock,2003.0
MAC (East),Ohio,ohio,2003.0
WAC,Boise State,boise-state,2003.0
Big West,Pacific,pacific,2003.0
Ivy,Yale,yale,2003.0
CAA,Delaware,delaware,2003.0
Southland,Stephen F. Austin,stephen-f-austin,2003.0
AEC,Vermont,vermont,2003.0
Patriot,American,american,2003.0
WAC,Louisiana Tech,louisiana-tech,2003.0
Pac-10,Washington State,washington-state,2003.0
Southland,Sam Houston State,sam-houston-state,2003.0
Southern (North),Appalachian State,appalachian-state,2003.0
A-10 (East),Massachusetts,massachusetts,2003.0
Big Ten,Penn State,penn-state,2003.0
MVC,Northern Iowa,northern-iowa,2003.0
MAC (West),Bowling Green State,bowling-green-state,2003.0
Big West,Cal State Northridge,cal-state-northridge,2003.0
A-Sun (North),Belmont,belmont,2003.0
Ivy,Brown,brown,2003.0
Big West,Cal Poly,cal-poly,2003.0
Mid-Cont,Oakland,oakland,2003.0
Mid-Cont,IUPUI,iupui,2003.0
MAAC,Niagara,niagara,2003.0
Big Sky,Montana,montana,2003.0
CUSA (National),Houston,houston,2003.0
OVC,Eastern Illinois,eastern-illinois,2003.0
MAAC,Canisius,canisius,2003.0
WCC,Loyola Marymount,loyola-marymount,2003.0
Big Sky,Idaho State,idaho-state,2003.0
Horizon,Green Bay,green-bay,2003.0
NEC,Wagner,wagner,2003.0
MVC,Illinois State,illinois-state,2003.0
Big Sky,Northern Arizona,northern-arizona,2003.0
MAC (West),Eastern Michigan,eastern-michigan,2003.0
A-Sun (South),Mercer,mercer,2003.0
Big West,Idaho,idaho,2003.0
MVC,Drake,drake,2003.0
AEC,Maine,maine,2003.0
A-10 (West),Duquesne,duquesne,2003.0
Southland,Texas State,texas-state,2003.0
WCC,Portland,portland,2003.0
WCC,Santa Clara,santa-clara,2003.0
Horizon,Wright State,wright-state,2003.0
Big Sky,Montana State,montana-state,2003.0
AEC,Binghamton,binghamton,2003.0
CAA,James Madison,james-madison,2003.0
MAAC,Marist,marist,2003.0
Southern (South),Wofford,wofford,2003.0
AEC,Northeastern,northeastern,2003.0
MAAC,Rider,rider,2003.0
Sun Belt (East),Florida International,florida-international,2003.0
AEC,Hartford,hartford,2003.0
A-Sun (North),Samford,samford,2003.0
A-Sun (North),Jacksonville State,jacksonville-state,2003.0
Ivy,Harvard,harvard,2003.0
A-Sun (North),Georgia State,georgia-state,2003.0
Southland,Texas-Arlington,texas-arlington,2003.0
Patriot,Lehigh,lehigh,2003.0
Patriot,Bucknell,bucknell,2003.0
Big West,Cal State Fullerton,cal-state-fullerton,2003.0
Horizon,Cleveland State,cleveland-state,2003.0
MVC,Indiana State,indiana-state,2003.0
Southland,McNeese State,mcneese-state,2003.0
Sun Belt (West),North Texas,north-texas,2003.0
Southern (South),Furman,furman,2003.0
MAAC,Saint Peter's,saint-peters,2003.0
Big South,Winthrop,winthrop,2003.0
Southern (South),Georgia Southern,georgia-southern,2003.0
MEAC,Hampton,hampton,2003.0
NEC,Quinnipiac,quinnipiac,2003.0
MAC (East),Buffalo,buffalo,2003.0
OVC,Tennessee-Martin,tennessee-martin,2003.0
Patriot,Lafayette,lafayette,2003.0
NEC,Central Connecticut State,central-connecticut-state,2003.0
Patriot,Colgate,colgate,2003.0
OVC,Southeast Missouri State,southeast-missouri-state,2003.0
NEC,Monmouth,monmouth,2003.0
CAA,Hofstra,hofstra,2003.0
Southern (North),North Carolina-Greensboro,north-carolina-greensboro,2003.0
Horizon,Youngstown State,youngstown-state,2003.0
WAC,San Jose State,san-jose-state,2003.0
NEC,St. Francis (NY),st-francis-ny,2003.0
SWAC,Mississippi Valley State,mississippi-valley-state,2003.0
AEC,Stony Brook,stony-brook,2003.0
MEAC,South Carolina State,south-carolina-state,2003.0
Southland,Lamar,lamar,2003.0
Big Sky,Portland State,portland-state,2003.0
CAA,William & Mary,william-mary,2003.0
Big West,California-Riverside,california-riverside,2003.0
Mid-Cont,Southern Utah,southern-utah,2003.0
A-10 (East),Fordham,fordham,2003.0
SWAC,Prairie View,prairie-view,2003.0
SWAC,Texas Southern,texas-southern,2003.0
Ind,Centenary (LA),centenary-la,2003.0
Mid-Cont,Missouri-Kansas City,missouri-kansas-city,2003.0
Big South,Charleston Southern,charleston-southern,2003.0
NEC,Saint Francis (PA),saint-francis-pa,2003.0
MEAC,Delaware State,delaware-state,2003.0
Ind,Texas A&M-Corpus Christi,texas-am-corpus-christi,2003.0
Big Sky,Sacramento State,sacramento-state,2003.0
SWAC,Alabama State,alabama-state,2003.0
MEAC,Howard,howard,2003.0
A-Sun (South),Jacksonville,jacksonville,2003.0
MEAC,Florida A&M,florida-am,2003.0
Ivy,Dartmouth,dartmouth,2003.0
WAC,Texas-El Paso,texas-el-paso,2003.0
Southland,Southeastern Louisiana,southeastern-louisiana,2003.0
Southland,Louisiana-Monroe,louisiana-monroe,2003.0
Ind,IPFW,ipfw,2003.0
OVC,Eastern Kentucky,eastern-kentucky,2003.0
MEAC,Coppin State,coppin-state,2003.0
A-Sun (North),Gardner-Webb,gardner-webb,2003.0
Southland,Texas-San Antonio,texas-san-antonio,2003.0
NEC,Fairleigh Dickinson,fairleigh-dickinson,2003.0
Patriot,Navy,navy,2003.0
Southern (North),Western Carolina,western-carolina,2003.0
SWAC,Jackson State,jackson-state,2003.0
Southern (South),Citadel,citadel,2003.0
Ivy,Cornell,cornell,2003.0
SWAC,Alcorn State,alcorn-state,2003.0
Big South,Coastal Carolina,coastal-carolina,2003.0
A-Sun (South),Florida Atlantic,florida-atlantic,2003.0
Big West,Long Beach State,long-beach-state,2003.0
NEC,Robert Morris,robert-morris,2003.0
Big South,North Carolina-Asheville,north-carolina-asheville,2003.0
Southern (North),Virginia Military Institute,virginia-military-institute,2003.0
Big South,Elon,elon,2003.0
NEC,Long Island University,long-island-university,2003.0
MEAC,Norfolk State,norfolk-state,2003.0
Big South,Liberty,liberty,2003.0
Mid-Cont,Western Illinois,western-illinois,2003.0
Mid-Cont,Chicago State,chicago-state,2003.0
NEC,Mount St. Mary's,mount-st-marys,2003.0
A-Sun (South),Stetson,stetson,2003.0
NEC,Maryland-Baltimore County,maryland-baltimore-county,2003.0
Ind,Texas-Pan American,texas-pan-american,2003.0
AEC,Albany (NY),albany-ny,2003.0
Southland,Northwestern State,northwestern-state,2003.0
NEC,Sacred Heart,sacred-heart,2003.0
Big South,High Point,high-point,2003.0
SWAC,Alabama A&M,alabama-am,2003.0
MAAC,Loyola (MD),loyola-md,2003.0
SWAC,Grambling,grambling,2003.0
AEC,New Hampshire,new-hampshire,2003.0
Ivy,Columbia,columbia,2003.0
SWAC,Southern,southern,2003.0
CAA,Towson,towson,2003.0
MEAC,Bethune-Cookman,bethune-cookman,2003.0
Big South,Radford,radford,2003.0
Patriot,Army,army,2003.0
A-Sun (North),Campbell,campbell,2003.0
MEAC,Maryland-Eastern Shore,maryland-eastern-shore,2003.0
MEAC,Morgan State,morgan-state,2003.0
Southland,Nicholls State,nicholls-state,2003.0
OVC,Tennessee State,tennessee-state,2003.0
SWAC,Arkansas-Pine Bluff,arkansas-pine-bluff,2003.0
Ind,Morris Brown,morris-brown,2003.0
Ind,Savannah State,savannah-state,2003.0
MEAC,North Carolina A&T,north-carolina-at,2003.0
ACC,Duke,duke,2004.0
Big East,Connecticut,connecticut,2004.0
Big 12,Oklahoma State,oklahoma-state,2004.0
ACC,Georgia Tech,georgia-tech,2004.0
A-10 (East),Saint Joseph's,saint-josephs,2004.0
ACC,North Carolina,north-carolina,2004.0
Big Ten,Wisconsin,wisconsin,2004.0
WCC,Gonzaga,gonzaga,2004.0
SEC (East),Kentucky,kentucky,2004.0
CUSA,Cincinnati,cincinnati,2004.0
CUSA,Louisville,louisville,2004.0
Big 12,Texas,texas,2004.0
ACC,North Carolina State,north-carolina-state,2004.0
ACC,Wake Forest,wake-forest,2004.0
Big East,Pittsburgh,pittsburgh,2004.0
Pac-10,Stanford,stanford,2004.0
Big 12,Kansas,kansas,2004.0
ACC,Maryland,maryland,2004.0
Big Ten,Illinois,illinois,2004.0
SEC (West),Mississippi State,mississippi-state,2004.0
SEC (East),Florida,florida,2004.0
SEC (East),Vanderbilt,vanderbilt,2004.0
Pac-10,Arizona,arizona,2004.0
WAC,Nevada,nevada,2004.0
Big East,Providence,providence,2004.0
Big 12,Texas Tech,texas-tech,2004.0
ACC,Florida State,florida-state,2004.0
SEC (West),Alabama,alabama,2004.0
Big East,Seton Hall,seton-hall,2004.0
A-10 (West),Xavier,xavier,2004.0
CUSA,Memphis,memphis,2004.0
Big East,Syracuse,syracuse,2004.0
SEC (East),South Carolina,south-carolina,2004.0
MWC,Brigham Young,brigham-young,2004.0
Big 12,Nebraska,nebraska,2004.0
MAC (West),Western Michigan,western-michigan,2004.0
CUSA,Charlotte,charlotte,2004.0
Big Ten,Michigan State,michigan-state,2004.0
Big East,Boston College,boston-college,2004.0
Big Ten,Michigan,michigan,2004.0
CUSA,Alabama-Birmingham,alabama-birmingham,2004.0
WAC,Texas-El Paso,texas-el-paso,2004.0
MWC,Utah,utah,2004.0
MVC,Southern Illinois,southern-illinois,2004.0
Big East,Notre Dame,notre-dame,2004.0
Big 12,Missouri,missouri,2004.0
Big 12,Oklahoma,oklahoma,2004.0
SEC (West),Auburn,auburn,2004.0
A-10 (West),Richmond,richmond,2004.0
Big East,Villanova,villanova,2004.0
Big Ten,Purdue,purdue,2004.0
Big 12,Colorado,colorado,2004.0
Pac-10,Washington,washington,2004.0
MAAC,Manhattan,manhattan,2004.0
Big 12,Iowa State,iowa-state,2004.0
MWC,Air Force,air-force,2004.0
SEC (West),Louisiana State,louisiana-state,2004.0
ACC,Virginia,virginia,2004.0
CUSA,DePaul,depaul,2004.0
A-10 (West),George Washington,george-washington,2004.0
Big West,Utah State,utah-state,2004.0
SEC (East),Georgia,georgia,2004.0
MVC,Wichita State,wichita-state,2004.0
WAC,Boise State,boise-state,2004.0
Big 12,Kansas State,kansas-state,2004.0
Big Ten,Iowa,iowa,2004.0
Pac-10,Oregon,oregon,2004.0
Big East,Rutgers,rutgers,2004.0
MVC,Creighton,creighton,2004.0
WCC,Saint Mary's (CA),saint-marys-ca,2004.0
MAC (East),Kent State,kent-state,2004.0
CUSA,Saint Louis,saint-louis,2004.0
WAC,Hawaii,hawaii,2004.0
WAC,Rice,rice,2004.0
MWC,Nevada-Las Vegas,nevada-las-vegas,2004.0
SEC (East),Tennessee,tennessee,2004.0
OVC,Murray State,murray-state,2004.0
A-10 (East),Rhode Island,rhode-island,2004.0
A-10 (West),Dayton,dayton,2004.0
MVC,Northern Iowa,northern-iowa,2004.0
CAA,Virginia Commonwealth,virginia-commonwealth,2004.0
SEC (West),Arkansas,arkansas,2004.0
CUSA,Marquette,marquette,2004.0
Horizon,Milwaukee,milwaukee,2004.0
Pac-10,California,california,2004.0
Sun Belt (West),Louisiana-Lafayette,louisiana-lafayette,2004.0
Big East,West Virginia,west-virginia,2004.0
Horizon,Illinois-Chicago,illinois-chicago,2004.0
ACC,Clemson,clemson,2004.0
Big West,Pacific,pacific,2004.0
Ivy,Pennsylvania,pennsylvania,2004.0
WAC,Fresno State,fresno-state,2004.0
Horizon,Detroit Mercy,detroit-mercy,2004.0
A-10 (East),Temple,temple,2004.0
MWC,Wyoming,wyoming,2004.0
Big East,Miami (FL),miami-fl,2004.0
Big Ten,Indiana,indiana,2004.0
CUSA,East Carolina,east-carolina,2004.0
MVC,Missouri State,missouri-state,2004.0
MWC,San Diego State,san-diego-state,2004.0
MWC,New Mexico,new-mexico,2004.0
Big Ten,Northwestern,northwestern,2004.0
A-Sun,Troy,troy,2004.0
Big East,Georgetown,georgetown,2004.0
Southern (North),East Tennessee State,east-tennessee-state,2004.0
SEC (West),Mississippi,mississippi,2004.0
CAA,George Mason,george-mason,2004.0
CAA,Old Dominion,old-dominion,2004.0
Big Ten,Minnesota,minnesota,2004.0
CAA,Drexel,drexel,2004.0
Pac-10,UCLA,ucla,2004.0
Big East,Virginia Tech,virginia-tech,2004.0
MAAC,Niagara,niagara,2004.0
Pac-10,Southern California,southern-california,2004.0
Pac-10,Washington State,washington-state,2004.0
Pac-10,Arizona State,arizona-state,2004.0
MAC (East),Miami (OH),miami-oh,2004.0
Big West,California-Santa Barbara,california-santa-barbara,2004.0
MAC (East),Buffalo,buffalo,2004.0
WAC,Louisiana Tech,louisiana-tech,2004.0
MAC (West),Toledo,toledo,2004.0
MWC,Colorado State,colorado-state,2004.0
WCC,Pepperdine,pepperdine,2004.0
A-Sun,Central Florida,central-florida,2004.0
Horizon,Butler,butler,2004.0
A-Sun,Belmont,belmont,2004.0
Sun Belt (East),Western Kentucky,western-kentucky,2004.0
Ivy,Princeton,princeton,2004.0
Big Ten,Ohio State,ohio-state,2004.0
Pac-10,Oregon State,oregon-state,2004.0
CAA,North Carolina-Wilmington,north-carolina-wilmington,2004.0
Mid-Cont,IUPUI,iupui,2004.0
OVC,Austin Peay,austin-peay,2004.0
CUSA,Texas Christian,texas-christian,2004.0
WAC,Tulsa,tulsa,2004.0
A-10 (West),Duquesne,duquesne,2004.0
Southern (South),College of Charleston,college-of-charleston,2004.0
AEC,Boston University,boston-university,2004.0
MAC (West),Ball State,ball-state,2004.0
MAAC,Fairfield,fairfield,2004.0
Big Sky,Eastern Washington,eastern-washington,2004.0
WCC,Santa Clara,santa-clara,2004.0
WAC,Southern Methodist,southern-methodist,2004.0
CAA,Hofstra,hofstra,2004.0
Mid-Cont,Missouri-Kansas City,missouri-kansas-city,2004.0
A-Sun,Georgia State,georgia-state,2004.0
Mid-Cont,Oral Roberts,oral-roberts,2004.0
MVC,Drake,drake,2004.0
MVC,Bradley,bradley,2004.0
Mid-Cont,Valparaiso,valparaiso,2004.0
MAC (East),Akron,akron,2004.0
MVC,Illinois State,illinois-state,2004.0
CAA,Delaware,delaware,2004.0
Sun Belt (East),Middle Tennessee,middle-tennessee,2004.0
Big West,Idaho,idaho,2004.0
WCC,Portland,portland,2004.0
Sun Belt (East),Arkansas-Little Rock,arkansas-little-rock,2004.0
Mid-Cont,Oakland,oakland,2004.0
Big East,St. John's (NY),st-johns-ny,2004.0
Horizon,Green Bay,green-bay,2004.0
Southern (South),Georgia Southern,georgia-southern,2004.0
